Locus	Aver. coding region length(bp)	Aver. flanking region length(bp)	Alignment length(bp)	Aver. GC content(%)	Missing data(%)	Pairwise distance
Tetraodon_nigroviridis.20.3250619.3250498	118.81	191.20	120	60.37	0.99	0.01
Tetraodon_nigroviridis.20.506247.506095	144.98	110.02	153	64.35	5.24	0.05
Tetraodon_nigroviridis.20.544280.543947	326.40	196.74	339	62.87	3.72	0.05
Tetraodon_nigroviridis.20.569620.569802	183.00	268.37	183	56.62	0.00	0.02
Tetraodon_nigroviridis.21.1111265.1111141	119.28	212.29	123	48.01	3.02	0.02
Tetraodon_nigroviridis.21.1212715.1212550	161.21	256.75	162	58.21	0.49	0.03
Tetraodon_nigroviridis.21.1696097.1696225	122.39	265.27	123	55.06	0.49	0.03
Tetraodon_nigroviridis.21.2996258.2995895	350.10	187.60	363	60.06	3.55	0.04
Tetraodon_nigroviridis.21.5083783.5084055	266.52	213.09	270	58.80	1.29	0.03
Tetraodon_nigroviridis.21.5514412.5514553	135.45	110.08	141	68.19	3.93	0.03
Tetraodon_nigroviridis.21_random.1713749.1713925	176.15	226.61	177	47.53	0.48	0.02
Tetraodon_nigroviridis.21_random.1913131.1912748	158.33	178.61	162	68.19	2.26	0.04
Tetraodon_nigroviridis.21_random.191535.191309	157.65	157.86	162	63.74	2.69	0.03
Tetraodon_nigroviridis.21_random.3232441.3232301	138.95	160.75	141	61.28	1.46	0.03
Tetraodon_nigroviridis.3.10317976.10318122	145.48	214.90	147	52.00	1.03	0.05
Tetraodon_nigroviridis.3.10320879.10321180	265.65	200.69	270	61.55	1.61	0.05
Tetraodon_nigroviridis.3.108213.108348	133.11	185.79	135	58.29	1.40	0.02
Tetraodon_nigroviridis.3.11591528.11591827	164.71	244.37	165	46.34	0.17	0.03
Tetraodon_nigroviridis.3.11617797.11618019	196.66	264.39	198	54.27	0.68	0.01
Tetraodon_nigroviridis.3.11963575.11963770	190.62	256.56	192	56.80	0.72	0.02
Tetraodon_nigroviridis.3.1196641.1196516	123.00	254.36	123	53.58	0.00	0.03
Tetraodon_nigroviridis.3.12170423.12170552	128.04	176.14	129	55.75	0.74	0.07
Tetraodon_nigroviridis.3.12538281.12538031	246.62	256.64	249	54.94	0.95	0.03
Tetraodon_nigroviridis.3.12541204.12541043	154.89	184.66	159	50.28	2.59	0.03
Tetraodon_nigroviridis.3.12541672.12541505	159.80	227.75	162	57.80	1.36	0.02
Tetraodon_nigroviridis.3.12542635.12542456	179.78	253.88	180	54.34	0.12	0.02
Tetraodon_nigroviridis.3.12543333.12543136	194.91	263.71	195	55.33	0.05	0.02
Tetraodon_nigroviridis.3.12546296.12546159	137.90	263.20	138	55.10	0.07	0.05
Tetraodon_nigroviridis.3.1277506.1277647	139.47	149.32	141	57.69	1.09	0.02
Tetraodon_nigroviridis.3.1277721.1277852	131.32	179.04	132	57.44	0.52	0.03
Tetraodon_nigroviridis.3.1278968.1279132	155.95	170.26	159	57.50	1.92	0.04
Tetraodon_nigroviridis.3.2497232.2498125	488.40	163.70	513	66.97	4.80	0.08
Tetraodon_nigroviridis.3.6326094.6326292	119.88	223.25	120	52.17	0.10	0.02
Tetraodon_nigroviridis.3.7763079.7762906	172.61	247.10	174	60.17	0.80	0.02
Tetraodon_nigroviridis.3.8678081.8677902	169.74	235.04	171	56.21	0.73	0.03
Tetraodon_nigroviridis.3.8750965.8751160	193.75	247.27	195	57.09	0.64	0.04
Tetraodon_nigroviridis.4.1029343.1029496	149.91	270.20	150	44.52	0.06	0.02
Tetraodon_nigroviridis.4.1623097.1623227	128.07	179.12	129	50.09	0.72	0.04
Tetraodon_nigroviridis.4.2380706.2380553	146.89	167.22	150	58.06	2.07	0.04
Tetraodon_nigroviridis.4.2449628.2449221	407.35	234.00	408	60.81	0.16	0.03
Tetraodon_nigroviridis.4.2452135.2451990	140.33	202.88	141	54.70	0.47	0.02
Tetraodon_nigroviridis.4.3406912.3406793	117.56	76.83	120	61.20	2.04	0.10
Tetraodon_nigroviridis.4.3720567.3720379	183.03	158.90	186	65.95	1.60	0.02
Tetraodon_nigroviridis.4.526709.526588	118.32	190.29	120	54.09	1.40	0.05
Tetraodon_nigroviridis.4.616595.617138	453.18	163.02	477	66.33	4.99	0.03
Tetraodon_nigroviridis.4.6501629.6501764	131.22	198.88	132	55.48	0.59	0.03
Tetraodon_nigroviridis.4.6593520.6593383	134.47	228.69	135	52.12	0.39	0.04
Tetraodon_nigroviridis.4.6784816.6785006	182.55	193.07	186	57.77	1.85	0.03
Tetraodon_nigroviridis.4.6908907.6908735	170.80	204.51	171	47.18	0.11	0.03
Tetraodon_nigroviridis.4.7466736.7466554	180.84	131.11	183	56.29	1.18	0.03
Tetraodon_nigroviridis.5.10575701.10575454	142.41	213.04	144	55.42	1.11	0.02
Tetraodon_nigroviridis.5.10828655.10828791	129.88	180.03	132	60.91	1.61	0.03
Tetraodon_nigroviridis.5.11207713.11207885	170.81	251.05	171	62.77	0.11	0.02
Tetraodon_nigroviridis.5.11213084.11213270	185.97	242.22	186	60.22	0.02	0.05
Tetraodon_nigroviridis.5.1251277.1251403	121.50	141.65	123	53.48	1.22	0.01
Tetraodon_nigroviridis.5.13101646.13101793	145.52	156.64	147	61.17	1.01	0.07
Tetraodon_nigroviridis.5.13114419.13114231	131.84	186.81	132	57.78	0.12	0.05
Tetraodon_nigroviridis.5.3647976.3648134	146.29	234.46	147	52.52	0.48	0.03
Tetraodon_nigroviridis.5.4306400.4306543	140.85	302.10	141	53.32	0.11	0.01
Tetraodon_nigroviridis.5.4306827.4306950	119.68	252.32	120	60.92	0.27	0.01
Tetraodon_nigroviridis.5.4976704.4976540	161.67	275.31	162	50.27	0.20	0.01
Tetraodon_nigroviridis.5.4977167.4977023	143.40	265.59	144	49.89	0.42	0.02
Tetraodon_nigroviridis.5.4998936.4998737	196.21	200.47	198	57.33	0.91	0.04
Tetraodon_nigroviridis.5.5096154.5096369	215.68	241.37	216	55.50	0.15	0.03
Tetraodon_nigroviridis.5.5169399.5169230	164.75	245.15	168	57.53	1.94	0.03
Tetraodon_nigroviridis.5.5173813.5173627	185.66	225.13	186	51.90	0.18	0.04
Tetraodon_nigroviridis.5.5174059.5173893	162.15	253.50	165	51.44	1.73	0.02
Tetraodon_nigroviridis.5.5268096.5267896	198.00	322.93	198	53.10	0.00	0.02
Tetraodon_nigroviridis.5.5362815.5362598	212.59	226.05	213	48.56	0.19	0.06
Tetraodon_nigroviridis.5.5442594.5442719	124.37	176.73	126	56.37	1.29	0.09
Tetraodon_nigroviridis.5.6332501.6332265	235.69	275.40	237	50.19	0.55	0.03
Tetraodon_nigroviridis.5.6333994.6333755	239.65	243.09	240	46.96	0.14	0.03
Tetraodon_nigroviridis.5.9424384.9424157	221.53	218.27	222	52.46	0.21	0.02
Tetraodon_nigroviridis.6.2172068.2171822	245.79	220.62	246	59.62	0.09	0.04
Tetraodon_nigroviridis.6.2366076.2365884	191.30	266.35	192	50.13	0.37	0.02
Tetraodon_nigroviridis.6.3273495.3273288	204.00	264.45	204	54.26	0.00	0.02
Tetraodon_nigroviridis.6.3544987.3545206	215.51	311.79	216	56.03	0.23	0.02
Tetraodon_nigroviridis.6.3580712.3580583	127.88	260.86	129	50.96	0.87	0.02
Tetraodon_nigroviridis.6.3866123.3866322	196.81	277.48	198	63.04	0.60	0.02
Tetraodon_nigroviridis.6.4663709.4663584	126.00	341.75	126	46.47	0.00	0.01
Tetraodon_nigroviridis.6.5001368.5001534	153.85	168.96	159	39.97	3.24	0.03
Tetraodon_nigroviridis.6.5001799.5001952	149.91	269.49	150	51.59	0.06	0.02
Tetraodon_nigroviridis.6.5134460.5134827	356.00	240.96	363	54.63	1.93	0.03
Tetraodon_nigroviridis.7.10711982.10711837	142.96	160.35	144	66.24	0.72	0.05
Tetraodon_nigroviridis.7.10735607.10735485	122.39	230.12	123	61.49	0.50	0.01
Tetraodon_nigroviridis.7.1292424.1292690	239.81	298.97	240	52.65	0.08	0.01
Tetraodon_nigroviridis.7.1293717.1293876	155.71	222.45	156	53.87	0.18	0.04
Tetraodon_nigroviridis.7.1295518.1295658	137.43	242.06	138	52.93	0.41	0.03
Tetraodon_nigroviridis.7.1877114.1876968	145.55	186.52	147	53.05	0.99	0.02
Tetraodon_nigroviridis.7.2762221.2762086	135.00	281.01	135	55.48	0.00	0.02
Tetraodon_nigroviridis.7.2766141.2766003	128.11	84.47	135	55.99	5.10	0.03
Tetraodon_nigroviridis.7.2774803.2774609	191.26	244.82	192	46.64	0.39	0.01
Tetraodon_nigroviridis.7.3670925.3671083	156.26	235.72	159	54.02	1.72	0.03
Tetraodon_nigroviridis.7.4484700.4484460	239.20	209.06	240	60.22	0.33	0.06
Tetraodon_nigroviridis.7.4841588.4841433	150.41	157.68	153	53.97	1.69	0.09
Tetraodon_nigroviridis.7.5501498.5501272	221.40	271.66	222	51.70	0.27	0.03
Tetraodon_nigroviridis.7.5504357.5504169	185.66	274.65	186	49.72	0.18	0.02
Tetraodon_nigroviridis.7.5504793.5504647	137.20	161.27	141	49.19	2.69	0.02
Tetraodon_nigroviridis.7.5683179.5683039	134.87	274.21	135	47.97	0.10	0.03
Tetraodon_nigroviridis.7.5935473.5935254	213.95	243.92	216	56.94	0.95	0.02
Tetraodon_nigroviridis.7.5939818.5939611	201.70	228.51	204	59.93	1.13	0.04
Tetraodon_nigroviridis.7.5940700.5940581	118.27	243.17	120	55.84	1.45	0.03
Tetraodon_nigroviridis.7.6053517.6053242	272.16	255.55	273	55.59	0.31	0.04
Tetraodon_nigroviridis.7.6058666.6058533	129.46	243.82	132	50.07	1.92	0.01
Tetraodon_nigroviridis.7.8085831.8085704	122.54	163.21	126	48.31	2.75	0.02
Tetraodon_nigroviridis.7.9865920.9865748	162.55	165.57	171	66.48	4.94	0.07
Tetraodon_nigroviridis.8.10209925.10210095	167.75	266.38	168	65.05	0.15	0.02
Tetraodon_nigroviridis.8.2409415.2409633	218.97	229.36	219	53.82	0.01	0.02
Tetraodon_nigroviridis.8.2413296.2413502	203.42	296.13	204	56.22	0.28	0.03
Tetraodon_nigroviridis.8.2713132.2712965	165.82	206.47	168	60.46	1.30	0.04
Tetraodon_nigroviridis.8.3668635.3668495	136.95	180.94	138	57.61	0.76	0.03
Tetraodon_nigroviridis.8.3670359.3670039	137.72	211.32	138	57.27	0.20	0.05
Tetraodon_nigroviridis.8.5485999.5485831	167.88	226.97	168	54.09	0.07	0.04
Tetraodon_nigroviridis.8.5743659.5743484	170.94	296.10	171	59.83	0.04	0.01
Tetraodon_nigroviridis.8.7058920.7058772	140.43	250.63	141	53.29	0.41	0.02
Tetraodon_nigroviridis.8.7061095.7060928	158.31	257.67	159	58.75	0.43	0.04
Tetraodon_nigroviridis.8.7507543.7507359	179.88	265.26	180	52.84	0.07	0.03
Tetraodon_nigroviridis.8.7731385.7731559	169.93	194.82	174	58.26	2.34	0.02
Tetraodon_nigroviridis.8.8304357.8304191	159.10	202.65	165	58.89	3.58	0.05
Tetraodon_nigroviridis.8.8678490.8678681	188.22	240.65	189	51.74	0.41	0.02
Tetraodon_nigroviridis.8.8678765.8679146	369.20	305.10	378	54.52	2.33	0.03
Tetraodon_nigroviridis.8.8897310.8897131	175.37	181.29	180	55.10	2.57	0.03
Tetraodon_nigroviridis.8.9124044.9124240	185.59	162.83	189	46.98	1.80	0.05
Tetraodon_nigroviridis.8.946171.946041	128.84	276.49	129	55.39	0.12	0.02
Tetraodon_nigroviridis.8.9864116.9864349	230.02	272.90	231	52.91	0.43	0.01
Tetraodon_nigroviridis.8.9865907.9866252	343.87	261.23	345	59.44	0.33	0.02
Tetraodon_nigroviridis.9.10273441.10273603	158.81	272.16	159	54.85	0.12	0.03
Tetraodon_nigroviridis.9.10420970.10420839	128.18	161.53	132	58.43	2.89	0.02
Tetraodon_nigroviridis.9.10421326.10421086	233.92	203.68	240	60.81	2.53	0.03
Tetraodon_nigroviridis.9.10439351.10439221	127.56	188.75	129	58.51	1.12	0.08
Tetraodon_nigroviridis.9.1211069.1210875	190.54	261.89	192	57.29	0.76	0.04
Tetraodon_nigroviridis.9.1212831.1212641	188.81	271.26	189	54.67	0.10	0.02
Tetraodon_nigroviridis.9.1217022.1216673	342.91	217.43	348	60.67	1.46	0.03
Tetraodon_nigroviridis.9.1221010.1220801	206.43	221.68	210	57.19	1.70	0.03
Tetraodon_nigroviridis.9.1221943.1221775	161.42	181.43	165	61.65	2.17	0.02
Tetraodon_nigroviridis.9.1227925.1227768	154.14	220.05	156	53.50	1.20	0.02
Tetraodon_nigroviridis.9.1228563.1228411	152.68	317.80	153	51.10	0.21	0.02
Tetraodon_nigroviridis.9.1229339.1229169	168.00	270.66	168	52.52	0.00	0.01
Tetraodon_nigroviridis.9.1232737.1232531	200.83	220.54	204	57.65	1.55	0.03
Tetraodon_nigroviridis.9.1435959.1435825	132.00	306.93	132	58.91	0.00	0.01
Tetraodon_nigroviridis.9.1445977.1445776	198.00	280.87	198	53.15	0.00	0.02
Tetraodon_nigroviridis.9.1801539.1802059	484.15	165.38	525	64.66	7.78	0.04
Tetraodon_nigroviridis.9.2289986.2289413	543.58	228.07	573	62.91	5.13	0.03
Tetraodon_nigroviridis.9.2299092.2298186	885.90	357.42	903	56.76	1.89	0.02
Tetraodon_nigroviridis.9.2496219.2496073	144.00	264.58	144	55.21	0.00	0.01
Tetraodon_nigroviridis.9.2497939.2497805	133.37	185.13	135	58.00	1.21	0.02
Tetraodon_nigroviridis.9.2499844.2499700	139.94	253.69	141	55.02	0.75	0.03
Tetraodon_nigroviridis.9.3206982.3206860	118.62	190.22	123	51.62	3.56	0.03
Tetraodon_nigroviridis.9.3209555.3209401	152.68	276.67	153	53.26	0.21	0.04
Tetraodon_nigroviridis.9.3209891.3209636	250.87	187.90	255	53.44	1.62	0.04
Tetraodon_nigroviridis.9.3210668.3210528	139.78	199.90	141	45.75	0.86	0.04
Tetraodon_nigroviridis.9.3211777.3211636	140.40	257.17	141	54.71	0.43	0.03
Tetraodon_nigroviridis.9.3228741.3228571	165.07	242.42	168	55.12	1.74	0.02
Tetraodon_nigroviridis.9.3584659.3584877	215.81	293.11	216	56.99	0.09	0.01
Tetraodon_nigroviridis.9.3588928.3589197	268.91	241.35	270	58.47	0.40	0.02
Tetraodon_nigroviridis.9.3591947.3592101	150.03	236.39	162	54.85	7.39	0.02
Tetraodon_nigroviridis.9.3594457.3594624	158.78	275.00	159	46.78	0.14	0.01
Tetraodon_nigroviridis.9.3602563.3602870	255.43	183.21	261	57.00	2.13	0.03
Tetraodon_nigroviridis.9.3604301.3604482	176.95	227.49	180	52.14	1.69	0.02
Tetraodon_nigroviridis.9.4099112.4097670	1395.75	122.56	1440	59.71	3.07	0.05
Tetraodon_nigroviridis.9.4153801.4153646	153.00	235.23	153	53.49	0.00	0.03
Tetraodon_nigroviridis.9.4711544.4711884	322.29	220.49	333	57.39	3.22	0.03
Tetraodon_nigroviridis.9.5721943.5721791	146.66	134.75	150	60.18	2.23	0.04
Tetraodon_nigroviridis.9.5722919.5722786	131.65	134.54	132	65.92	0.26	0.02
Tetraodon_nigroviridis.9.5723174.5722998	176.76	251.41	177	57.97	0.14	0.04
Tetraodon_nigroviridis.9.5772601.5772730	116.64	183.16	129	59.31	9.58	0.02
Tetraodon_nigroviridis.9.642023.642154	132.00	268.24	132	55.92	0.00	0.03
Tetraodon_nigroviridis.9.647743.647884	139.40	246.88	141	59.81	1.14	0.02
Tetraodon_nigroviridis.9.7147368.7147221	146.97	274.44	147	60.27	0.02	0.02
Tetraodon_nigroviridis.9.948265.948133	129.00	99.14	129	54.53	0.00	0.05
Tetraodon_nigroviridis.9.9946934.9946805	127.56	192.78	129	52.29	1.12	0.03
Tetraodon_nigroviridis.Un_random.1080276.1080452	168.82	179.24	174	66.18	2.97	0.03
Tetraodon_nigroviridis.Un_random.10956708.10956866	155.20	246.08	156	58.87	0.51	0.01
Tetraodon_nigroviridis.Un_random.1185045.1185172	124.98	237.40	126	64.03	0.81	0.02
Tetraodon_nigroviridis.Un_random.1215474.1215289	183.09	212.00	186	61.31	1.56	0.02
Tetraodon_nigroviridis.Un_random.1221885.1221708	171.38	177.62	174	62.57	1.50	0.02
Tetraodon_nigroviridis.Un_random.1222627.1222478	143.60	175.13	147	52.65	2.32	0.02
Tetraodon_nigroviridis.Un_random.1330030.1329852	173.66	200.51	174	62.57	0.20	0.07
Tetraodon_nigroviridis.Un_random.13372107.13371920	182.23	297.05	183	56.78	0.42	0.01
Tetraodon_nigroviridis.Un_random.14193109.14192955	148.96	148.28	153	62.57	2.64	0.04
Tetraodon_nigroviridis.Un_random.14946919.14946744	170.78	265.98	171	49.57	0.13	0.02
Tetraodon_nigroviridis.Un_random.15664372.15664517	131.68	85.05	138	61.41	4.58	0.09
Tetraodon_nigroviridis.Un_random.16051535.16051655	113.88	98.85	117	62.83	2.66	0.05
Tetraodon_nigroviridis.Un_random.16051748.16051943	187.57	194.11	189	63.87	0.75	0.04
Tetraodon_nigroviridis.Un_random.16098342.16098181	161.90	202.49	162	63.63	0.06	0.01
Tetraodon_nigroviridis.Un_random.16701726.16701866	141.00	234.03	141	60.20	0.00	0.01
Tetraodon_nigroviridis.Un_random.18007145.18007391	240.45	204.63	246	52.68	2.26	0.02
Tetraodon_nigroviridis.Un_random.19493064.19493252	150.81	239.90	153	53.89	1.43	0.01
Tetraodon_nigroviridis.Un_random.19675650.19675847	195.00	235.00	195	60.21	0.00	0.03
Tetraodon_nigroviridis.Un_random.20230713.20230553	156.00	260.46	156	50.45	0.00	0.02
Tetraodon_nigroviridis.Un_random.20266809.20267016	202.38	246.40	204	62.16	0.79	0.02
Tetraodon_nigroviridis.Un_random.20299298.20299147	144.93	257.64	147	55.73	1.41	0.01
Tetraodon_nigroviridis.Un_random.2061822.2061662	158.97	259.59	159	54.62	0.02	0.03
Tetraodon_nigroviridis.Un_random.21797463.21797646	182.94	262.11	183	59.35	0.03	0.01
Tetraodon_nigroviridis.Un_random.22221464.22221263	188.00	214.29	195	62.88	3.59	0.02
Tetraodon_nigroviridis.Un_random.22226854.22226698	153.00	259.99	153	53.48	0.00	0.03
Tetraodon_nigroviridis.Un_random.22920955.22921243	281.83	162.57	288	65.52	2.14	0.03
Tetraodon_nigroviridis.Un_random.22924522.22924363	158.72	243.18	159	61.68	0.18	0.02
Tetraodon_nigroviridis.Un_random.23022403.23022562	155.46	268.40	156	57.42	0.35	0.03
Tetraodon_nigroviridis.Un_random.24291084.24290926	159.00	227.38	159	56.15	0.00	0.01
Tetraodon_nigroviridis.Un_random.26173621.26174132	224.97	258.58	225	50.95	0.01	0.02
Tetraodon_nigroviridis.Un_random.2719155.2719302	145.81	227.07	147	57.41	0.81	0.03
Tetraodon_nigroviridis.Un_random.27805527.27805813	181.73	160.41	186	61.82	2.30	0.03
Tetraodon_nigroviridis.Un_random.27811605.27811794	182.51	151.24	186	65.90	1.87	0.08
Tetraodon_nigroviridis.Un_random.28921190.28921327	130.77	175.90	135	65.29	3.14	0.06
Tetraodon_nigroviridis.Un_random.2936515.2937009	471.71	107.24	489	63.10	3.54	0.03
Tetraodon_nigroviridis.Un_random.3044402.3044253	146.36	228.95	147	57.18	0.43	0.02
Tetraodon_nigroviridis.Un_random.30449827.30449639	185.57	264.77	186	53.08	0.23	0.02
Tetraodon_nigroviridis.Un_random.30478050.30477696	133.72	277.07	138	44.99	3.10	0.02
Tetraodon_nigroviridis.Un_random.3048781.3048528	243.96	242.64	246	61.47	0.83	0.03
Tetraodon_nigroviridis.Un_random.30870954.30870786	123.57	262.33	126	46.08	1.93	0.02
Tetraodon_nigroviridis.Un_random.30877968.30877831	134.87	287.12	135	51.71	0.10	0.02
Tetraodon_nigroviridis.Un_random.30878726.30878590	132.00	292.21	132	47.43	0.00	0.01
Tetraodon_nigroviridis.Un_random.30881410.30881157	173.66	288.49	174	44.59	0.20	0.02
Tetraodon_nigroviridis.Un_random.31223845.31224002	155.94	181.05	156	55.78	0.04	0.08
Tetraodon_nigroviridis.Un_random.31257945.31258073	121.54	157.84	126	55.05	3.54	0.03
Tetraodon_nigroviridis.Un_random.32021626.32021883	257.20	312.80	258	47.09	0.31	0.01
Tetraodon_nigroviridis.Un_random.32976320.32976454	133.65	156.27	135	56.60	1.00	0.03
Tetraodon_nigroviridis.Un_random.33875792.33875981	188.84	297.30	189	64.26	0.08	0.01
Tetraodon_nigroviridis.Un_random.34047705.34047576	128.85	263.19	129	55.83	0.12	0.01
Tetraodon_nigroviridis.Un_random.3436448.3436308	128.75	206.17	132	59.50	2.46	0.03
Tetraodon_nigroviridis.Un_random.34907127.34906969	153.50	200.97	156	63.89	1.60	0.04
Tetraodon_nigroviridis.Un_random.34971484.34971669	186.00	291.03	186	62.24	0.00	0.03
Tetraodon_nigroviridis.Un_random.35055718.35056321	509.00	221.61	519	47.74	1.93	0.03
Tetraodon_nigroviridis.Un_random.35061094.35062504	979.12	282.88	996	48.62	1.69	0.05
Tetraodon_nigroviridis.Un_random.35433468.35433272	191.78	210.26	192	54.30	0.11	0.04
Tetraodon_nigroviridis.Un_random.36466257.36466083	173.69	246.02	174	63.61	0.18	0.03
Tetraodon_nigroviridis.Un_random.37780759.37780936	175.02	166.68	177	52.16	1.12	0.04
Tetraodon_nigroviridis.Un_random.38109708.38109473	208.89	171.84	210	64.87	0.53	0.03
Tetraodon_nigroviridis.Un_random.38209053.38208701	349.02	254.67	351	64.22	0.56	0.02
Tetraodon_nigroviridis.Un_random.38209794.38209586	205.70	244.00	207	59.75	0.63	0.04
Tetraodon_nigroviridis.Un_random.38210786.38210481	304.15	167.98	309	63.46	1.57	0.08
Tetraodon_nigroviridis.Un_random.39525419.39525288	131.45	281.78	132	54.02	0.41	0.02
Tetraodon_nigroviridis.Un_random.39526571.39526367	203.56	256.95	204	55.50	0.22	0.01
Tetraodon_nigroviridis.Un_random.39781780.39781653	123.00	225.40	123	46.40	0.00	0.01
Tetraodon_nigroviridis.Un_random.4429994.4430231	233.88	250.85	234	55.03	0.05	0.04
Tetraodon_nigroviridis.Un_random.53398444.53398678	233.60	295.69	234	63.75	0.17	0.02
Tetraodon_nigroviridis.Un_random.54338027.54337848	166.58	186.40	168	58.64	0.84	0.06
Tetraodon_nigroviridis.Un_random.54683579.54683716	135.55	119.92	138	61.63	1.77	0.04
Tetraodon_nigroviridis.Un_random.55681920.55682048	127.53	156.45	129	59.34	1.14	0.08
Tetraodon_nigroviridis.Un_random.57891272.57891468	158.57	248.43	165	63.24	3.90	0.02
Tetraodon_nigroviridis.Un_random.57977191.57976941	246.08	204.67	249	64.44	1.17	0.04
Tetraodon_nigroviridis.Un_random.5801278.5801710	417.00	133.67	429	61.45	2.80	0.16
Tetraodon_nigroviridis.Un_random.58770900.58770758	119.35	90.59	123	61.58	2.97	0.04
Tetraodon_nigroviridis.Un_random.59307384.59307204	173.67	254.06	177	62.09	1.88	0.01
Tetraodon_nigroviridis.Un_random.59564698.59564574	119.58	134.32	123	63.59	2.78	0.04
Tetraodon_nigroviridis.Un_random.60095934.60095344	529.96	166.13	543	67.89	2.40	0.04
Tetraodon_nigroviridis.Un_random.65954010.65953685	309.04	199.11	315	61.70	1.89	0.03
Tetraodon_nigroviridis.Un_random.65959244.65959071	168.81	224.69	171	51.70	1.28	0.02
Tetraodon_nigroviridis.Un_random.67198066.67197931	131.97	292.77	132	51.11	0.02	0.02
Tetraodon_nigroviridis.Un_random.6751202.6751416	192.84	126.87	201	56.51	4.06	0.04
Tetraodon_nigroviridis.Un_random.67565861.67565588	269.87	249.11	270	58.91	0.05	0.01
Tetraodon_nigroviridis.Un_random.6762467.6762250	212.78	250.79	216	55.80	1.49	0.03
Tetraodon_nigroviridis.Un_random.67858272.67858494	212.30	130.33	216	47.33	1.71	0.04
Tetraodon_nigroviridis.Un_random.67858626.67858952	286.29	79.57	303	44.20	5.52	0.12
Tetraodon_nigroviridis.Un_random.69606821.69606466	366.00	245.56	375	62.98	2.40	0.07
Tetraodon_nigroviridis.Un_random.71596931.71597059	121.48	157.75	123	54.54	1.24	0.04
Tetraodon_nigroviridis.Un_random.73107685.73107840	152.88	251.26	153	58.04	0.08	0.04
Tetraodon_nigroviridis.Un_random.77082003.77081797	185.90	269.50	186	60.70	0.05	0.06
Tetraodon_nigroviridis.Un_random.78081455.78081668	211.26	140.35	213	61.08	0.82	0.10
Tetraodon_nigroviridis.Un_random.78089505.78089667	161.97	245.96	162	58.08	0.02	0.04
Tetraodon_nigroviridis.Un_random.78311520.78311704	177.51	251.49	180	49.41	1.38	0.02
Tetraodon_nigroviridis.Un_random.79568838.79568667	156.49	279.74	162	57.94	3.40	0.03
Tetraodon_nigroviridis.Un_random.80282707.80282567	134.09	136.42	141	56.50	4.90	0.06
Tetraodon_nigroviridis.Un_random.80307321.80307067	251.47	247.85	252	61.22	0.21	0.01
Tetraodon_nigroviridis.Un_random.81049940.81050376	394.20	219.80	402	60.39	1.94	0.11
Tetraodon_nigroviridis.Un_random.8107242.8107363	119.81	193.81	120	51.01	0.16	0.01
Tetraodon_nigroviridis.Un_random.8285278.8285425	140.72	231.54	141	58.74	0.20	0.04
Tetraodon_nigroviridis.Un_random.86178802.86178608	185.41	250.22	186	47.94	0.32	0.04
Tetraodon_nigroviridis.Un_random.86192535.86192387	146.71	239.30	147	47.96	0.20	0.03
Tetraodon_nigroviridis.Un_random.8643603.8643482	116.33	213.85	117	57.41	0.58	0.02
Tetraodon_nigroviridis.Un_random.8649562.8649420	141.00	280.03	141	44.21	0.00	0.01
Tetraodon_nigroviridis.Un_random.87121673.87121551	119.38	170.16	120	57.23	0.52	0.07
Tetraodon_nigroviridis.Un_random.91007123.91007657	531.19	292.54	534	50.46	0.53	0.02
Tetraodon_nigroviridis.Un_random.91900401.91900573	170.07	226.94	171	56.79	0.54	0.03
Tetraodon_nigroviridis.Un_random.92919071.92919337	260.88	296.43	264	57.34	1.18	0.03
Tetraodon_nigroviridis.Un_random.93139873.93140065	188.17	286.28	189	59.98	0.44	0.02
